?????,Customer_ID,Transaction_Date,Deposit_Amount
5170,C00001,5/30/2023,50
5171,C00871,1/16/2024,500
5172,C00166,9/7/2023,50
5173,C00735,2/28/2024,50
5174,C00939,4/9/2023,500
5175,C00289,12/4/2023,200
5176,C00540,4/27/2023,1000
5177,C00431,10/31/2023,50
5178,C00162,5/7/2023,300
5179,C00540,1/10/2024,50
5180,C00330,10/31/2023,200
5181,C00418,8/13/2023,300
5182,C00536,7/22/2023,50
5183,C00205,12/4/2023,2000
5184,C00559,3/13/2023,50
5185,C00684,11/27/2023,300
5186,C00721,6/28/2023,200
5187,C00701,9/20/2023,50
5188,C00048,3/11/2023,200
5189,C00164,10/23/2023,100
5190,C00539,5/20/2023,2000
5191,C00703,4/10/2023,100
5192,C00943,2/20/2024,2000
5193,C00442,12/29/2023,100
5194,C00129,3/3/2023,500
5195,C00397,7/10/2023,1000
5196,C00003,4/23/2023,500
5197,C00689,2/7/2024,100
5198,C00975,7/3/2023,50
5199,C00750,8/21/2023,200
5200,C00558,4/28/2023,300
5201,C00306,4/28/2023,100
5202,C00884,4/26/2023,50
5203,C00776,5/10/2023,300
5204,C00420,1/19/2024,500
5205,C00227,4/28/2023,50
5206,C00246,4/20/2023,100
5207,C00745,2/17/2024,500
5208,C00028,12/2/2023,500
5209,C00318,9/19/2023,100
5210,C00251,7/5/2023,1000
5211,C00379,4/12/2023,50
5212,C00410,1/29/2024,50
5213,C00371,12/4/2023,50
5214,C00928,5/4/2023,100
5215,C00576,7/30/2023,2000
5216,C00204,4/27/2023,200
5217,C00861,2/26/2024,200
5218,C00304,8/31/2023,100
5219,C00975,1/25/2024,100
5220,C00038,9/29/2023,100
5221,C00061,12/27/2023,200
5222,C00015,7/7/2023,200
5223,C00671,6/24/2023,5000
5224,C00766,2/10/2024,300
5225,C00297,7/22/2023,500
5226,C00574,10/6/2023,200
5227,C00378,4/4/2023,500
5228,C00895,11/7/2023,50
5229,C00502,7/22/2023,300
5230,C00733,5/16/2023,200
5231,C00370,8/28/2023,200
5232,C00214,5/31/2023,2000
5233,C00248,11/30/2023,200
5234,C00647,9/11/2023,200
5235,C00796,11/22/2023,500
5236,C00424,9/15/2023,100
5237,C00578,10/8/2023,200
5238,C00354,2/1/2024,200
5239,C00637,9/4/2023,50
5240,C00380,6/27/2023,200
5241,C00883,4/2/2023,200
5242,C00893,11/17/2023,200
5243,C00266,12/5/2023,50
5244,C00701,4/3/2023,50
5245,C00067,5/1/2023,100
5246,C00776,4/12/2023,1000
5247,C00753,2/28/2024,300
5248,C00808,7/14/2023,500
5249,C00186,7/20/2023,500
5250,C00928,11/27/2023,300
5251,C00184,4/10/2023,100
5252,C00188,1/31/2024,1000
5253,C00861,12/3/2023,50
5254,C00275,2/24/2024,500
5255,C00525,4/21/2023,100
5256,C00452,6/28/2023,50
5257,C00364,11/20/2023,2000
5258,C00217,9/23/2023,100
5259,C00308,3/18/2023,200
5260,C00254,1/29/2024,1000
5261,C00385,3/27/2023,50
5262,C00743,1/10/2024,2000
5263,C00476,7/21/2023,50
5264,C00437,11/16/2023,50
5265,C00042,10/22/2023,200
5266,C00067,5/26/2023,1000
5267,C00330,12/19/2023,1000
5268,C00412,12/26/2023,2000
5269,C00179,4/1/2023,300
5270,C00688,10/17/2023,200
5271,C00346,6/27/2023,300
5272,C00182,12/9/2023,200
5273,C00319,7/10/2023,200
5274,C00454,10/12/2023,1000
5275,C00143,2/22/2024,200
5276,C00389,12/11/2023,300
5277,C00294,8/11/2023,500
5278,C00896,1/26/2024,100
5279,C00156,1/14/2024,2000
5280,C00039,2/15/2024,300
5281,C00579,11/29/2023,100
5282,C00294,8/7/2023,500
5283,C00657,7/2/2023,1000
5284,C00544,11/24/2023,100
5285,C00688,11/13/2023,100
5286,C00464,6/7/2023,100
5287,C00754,1/2/2024,50
5288,C00152,10/30/2023,50
5289,C00093,2/18/2024,300
5290,C00262,7/24/2023,200
5291,C00908,9/4/2023,50
5292,C00462,1/22/2024,2000
5293,C00720,5/17/2023,300
5294,C00865,4/3/2023,100
5295,C00460,11/7/2023,50
5296,C00101,12/25/2023,200
5297,C00270,10/23/2023,1000
5298,C00666,6/24/2023,300
5299,C00759,9/16/2023,50
5300,C00744,2/20/2024,200
5301,C00445,11/26/2023,200
5302,C00946,2/26/2024,5000
5303,C00359,6/6/2023,2000
5304,C00397,12/11/2023,50
5305,C00736,10/27/2023,100
5306,C00501,10/29/2023,50
5307,C00740,2/3/2024,200
5308,C00251,11/14/2023,100
5309,C00624,6/17/2023,100
5310,C00227,3/24/2023,50
5311,C00570,4/2/2023,50
5312,C00678,10/15/2023,50
5313,C00662,3/25/2023,2000
5314,C00558,4/29/2023,500
5315,C00561,4/19/2023,100
5316,C00682,7/24/2023,50
5317,C00247,3/9/2023,500
5318,C00934,4/13/2023,50
5319,C00523,5/31/2023,50
5320,C00305,7/7/2023,500
5321,C00115,4/28/2023,300
5322,C00382,4/3/2023,500
5323,C00863,8/30/2023,2000
5324,C00426,7/30/2023,5000
5325,C00232,8/12/2023,100
5326,C00609,4/10/2023,200
5327,C00423,3/12/2023,100
5328,C00847,6/18/2023,50
5329,C00996,5/20/2023,50
5330,C00030,12/26/2023,300
5331,C00314,6/1/2023,300
5332,C00681,12/28/2023,500
5333,C00999,8/6/2023,300
5334,C00842,12/19/2023,100
5335,C00358,1/26/2024,50
5336,C00767,5/25/2023,100
5337,C00423,12/30/2023,200
5338,C00712,7/3/2023,50
5339,C00687,11/22/2023,100
5340,C00728,1/17/2024,200
5341,C00368,1/3/2024,200
5342,C00769,3/16/2023,200
5343,C00352,7/19/2023,1000
5344,C00772,2/29/2024,1000
5345,C00015,5/29/2023,50
5346,C00973,5/4/2023,1000
5347,C00750,2/10/2024,50
5348,C00737,3/3/2023,50
5349,C00188,5/6/2023,200
5350,C00388,2/18/2024,100
5351,C00143,1/4/2024,50
5352,C00769,2/9/2024,2000
5353,C00098,4/13/2023,2000
5354,C00068,4/3/2023,500
5355,C00502,7/18/2023,1000
5356,C00925,2/18/2024,100
5357,C00808,8/22/2023,2000
5358,C00102,9/8/2023,100
5359,C00948,9/5/2023,100
5360,C00346,3/21/2023,1000
5361,C00716,7/13/2023,300
5362,C00506,10/2/2023,50
5363,C00834,10/9/2023,5000
5364,C00661,6/3/2023,100
5365,C00481,8/27/2023,50
5366,C00432,1/9/2024,1000
5367,C00119,9/19/2023,500
5368,C00333,6/15/2023,100
5369,C00239,7/4/2023,100
5370,C00084,9/1/2023,100
5371,C00598,4/13/2023,500
5372,C00790,11/10/2023,200
5373,C00449,1/9/2024,300
5374,C00141,7/15/2023,50
5375,C00090,11/28/2023,50
5376,C00729,7/26/2023,100
5377,C00013,11/16/2023,50
5378,C00620,1/8/2024,100
5379,C00565,9/1/2023,500
5380,C00876,7/2/2023,200
5381,C00616,10/11/2023,1000
5382,C00835,12/20/2023,50
5383,C00393,3/11/2023,2000
5384,C00990,12/19/2023,100
5385,C00117,7/24/2023,50
5386,C00990,6/16/2023,100
5387,C00816,9/18/2023,50
5388,C00019,9/30/2023,50
5389,C00742,6/23/2023,300
5390,C00688,10/13/2023,300
5391,C00403,7/3/2023,200
5392,C00403,5/1/2023,50
5393,C00531,1/21/2024,2000
5394,C00454,5/1/2023,500
5395,C00533,6/21/2023,100
5396,C00722,12/29/2023,1000
5397,C00723,5/24/2023,200
5398,C00766,9/18/2023,50
5399,C00035,6/1/2023,200
5400,C00330,5/28/2023,200
5401,C00882,8/3/2023,50
5402,C00025,7/19/2023,500
5403,C00202,6/21/2023,100
5404,C00338,11/28/2023,1000
5405,C00202,1/27/2024,500
5406,C00290,10/24/2023,500
5407,C00699,3/3/2023,200
5408,C00331,8/9/2023,100
5409,C00295,2/25/2024,50
5410,C00879,6/5/2023,5000
5411,C00767,9/26/2023,100
5412,C00343,6/24/2023,1000
5413,C00847,10/16/2023,500
5414,C00803,12/18/2023,300
5415,C00092,9/27/2023,200
5416,C00638,8/14/2023,100
5417,C00529,9/15/2023,200
5418,C00058,12/22/2023,200
5419,C00439,11/21/2023,50
5420,C00759,12/19/2023,300
5421,C00799,4/5/2023,200
5422,C00323,5/7/2023,100
5423,C00414,2/28/2024,50
5424,C00501,10/13/2023,200
5425,C00421,10/8/2023,300
5426,C00745,4/23/2023,1000
5427,C00499,12/18/2023,50
5428,C00969,11/24/2023,50
5429,C00716,12/2/2023,100
5430,C00101,4/28/2023,50
5431,C00349,1/20/2024,200
5432,C00471,1/24/2024,100
5433,C00906,6/21/2023,100
5434,C00952,1/7/2024,1000
5435,C00402,3/14/2023,2000
5436,C00797,3/11/2023,300
5437,C00141,2/27/2024,50
5438,C00829,4/27/2023,500
5439,C00816,5/21/2023,100
5440,C00939,8/15/2023,500
5441,C00761,4/24/2023,300
5442,C00927,6/10/2023,5000
5443,C00935,4/30/2023,5000
5444,C00426,2/3/2024,2000
5445,C00719,5/20/2023,300
5446,C00529,6/15/2023,50
5447,C00985,8/10/2023,1000
5448,C00798,9/2/2023,200
5449,C00505,9/2/2023,50
5450,C00973,1/17/2024,50
5451,C00586,6/9/2023,100
5452,C00893,11/18/2023,500
5453,C00331,10/22/2023,200
5454,C00743,8/21/2023,200
5455,C00670,12/21/2023,50
5456,C00421,9/26/2023,500
5457,C00794,12/6/2023,2000
5458,C00864,8/24/2023,500
5459,C00750,3/1/2023,500
5460,C00663,3/8/2023,100
5461,C00311,5/8/2023,50
5462,C00027,9/4/2023,300
5463,C00965,9/12/2023,500
5464,C00198,11/17/2023,5000
5465,C00329,1/24/2024,2000
5466,C00321,3/22/2023,50
5467,C00519,9/20/2023,100
5468,C00756,9/26/2023,2000
5469,C00369,3/18/2023,500
5470,C00543,5/19/2023,200
5471,C00966,12/8/2023,100
5472,C00308,12/9/2023,100
5473,C00985,2/24/2024,1000
5474,C00343,2/13/2024,300
5475,C00464,7/17/2023,2000
5476,C00007,1/3/2024,200
5477,C00503,12/2/2023,50
5478,C00788,5/5/2023,100
5479,C00047,10/29/2023,1000
5480,C00591,10/28/2023,200
5481,C00519,11/25/2023,200
5482,C00326,11/15/2023,300
5483,C00880,10/19/2023,100
5484,C00129,7/7/2023,200
5485,C00964,9/17/2023,200
5486,C00293,5/24/2023,2000
5487,C00845,3/6/2023,100
5488,C00223,12/17/2023,100
5489,C00415,11/10/2023,50
5490,C00446,12/15/2023,500
5491,C00407,8/29/2023,50
5492,C00744,6/27/2023,1000
5493,C00898,3/16/2023,500
5494,C00230,12/15/2023,50
5495,C00076,6/10/2023,2000
5496,C00469,7/5/2023,500
5497,C00957,10/2/2023,500
5498,C00546,4/11/2023,300
5499,C00316,3/12/2023,300
5500,C00470,9/11/2023,500
5501,C00371,8/9/2023,200
5502,C00797,11/25/2023,50
5503,C00114,6/12/2023,300
5504,C00779,4/3/2023,50
5505,C00268,8/26/2023,100
5506,C00598,4/20/2023,100
5507,C00039,3/11/2023,500
5508,C00071,7/14/2023,500
5509,C00635,4/3/2023,100
5510,C00179,10/25/2023,500
5511,C00359,5/5/2023,500
5512,C00016,9/18/2023,500
5513,C00525,10/21/2023,50
5514,C00974,11/30/2023,100
5515,C00175,5/31/2023,50
5516,C00581,8/13/2023,50
5517,C00420,2/15/2024,200
5518,C00855,6/20/2023,200
5519,C00777,9/26/2023,2000
5520,C00414,8/18/2023,50
5521,C00266,9/13/2023,2000
5522,C00944,7/22/2023,500
5523,C00267,4/18/2023,100
5524,C00392,3/30/2023,50
5525,C00206,6/10/2023,100
5526,C00479,10/11/2023,200
5527,C00685,1/12/2024,300
5528,C00451,8/27/2023,100
5529,C00832,8/31/2023,500
5530,C00048,11/3/2023,50
5531,C00146,7/27/2023,300
5532,C00531,7/5/2023,50
5533,C00856,4/29/2023,500
5534,C00314,12/23/2023,500
5535,C00417,10/1/2023,2000
5536,C00788,3/4/2023,500
5537,C00299,4/18/2023,200
5538,C00951,6/19/2023,300
5539,C00136,1/27/2024,500
5540,C00671,10/16/2023,200
5541,C00838,9/11/2023,2000
5542,C00616,8/9/2023,100
5543,C00423,10/14/2023,2000
5544,C00728,7/8/2023,100
5545,C00127,10/17/2023,200
5546,C00116,3/15/2023,1000
5547,C00401,5/18/2023,300
5548,C00614,3/30/2023,50
5549,C00428,5/27/2023,200
5550,C00847,8/26/2023,5000
5551,C00995,9/1/2023,200
5552,C00095,11/12/2023,50
5553,C00401,9/18/2023,50
5554,C00647,4/20/2023,500
5555,C00188,3/23/2023,50
5556,C00547,5/19/2023,1000
5557,C00975,12/6/2023,300
5558,C00609,10/5/2023,500
5559,C00946,7/16/2023,50
5560,C00294,9/29/2023,200
5561,C00575,12/23/2023,300
5562,C00881,6/27/2023,300
5563,C00839,3/2/2023,50
5564,C00160,4/28/2023,300
5565,C00532,3/26/2023,200
5566,C00166,1/21/2024,200
5567,C00752,5/15/2023,50
5568,C00399,7/31/2023,200
5569,C00779,12/26/2023,1000
5570,C00004,6/28/2023,2000
5571,C00446,7/9/2023,100
5572,C00331,11/1/2023,50
5573,C00675,2/16/2024,500
5574,C00074,2/20/2024,100
5575,C00717,8/1/2023,50
5576,C00266,5/21/2023,100
5577,C00224,1/14/2024,100
5578,C00723,10/20/2023,50
5579,C00077,1/15/2024,500
5580,C00340,5/29/2023,500
5581,C00860,9/1/2023,200
5582,C00124,12/15/2023,50
5583,C00879,12/15/2023,200
5584,C00990,9/29/2023,1000
5585,C00336,11/12/2023,200
5586,C00450,6/20/2023,100
5587,C00535,6/9/2023,50
5588,C00828,8/1/2023,2000
5589,C00250,7/6/2023,100
5590,C00447,3/24/2023,200
5591,C00355,11/15/2023,200
5592,C00370,10/2/2023,1000
5593,C00258,12/29/2023,200
5594,C00690,8/7/2023,1000
5595,C00320,4/28/2023,100
5596,C00174,12/17/2023,50
5597,C00525,8/6/2023,50
5598,C00920,4/24/2023,50
5599,C00743,4/21/2023,1000
5600,C00802,11/21/2023,2000
5601,C00993,3/28/2023,200
5602,C00632,11/17/2023,100
5603,C00566,4/24/2023,300
5604,C00302,5/16/2023,300
5605,C00233,2/7/2024,100
5606,C00866,5/25/2023,2000
5607,C00687,5/25/2023,200
5608,C00065,6/15/2023,100
5609,C00121,8/7/2023,200
5610,C00701,12/19/2023,500
5611,C00924,9/30/2023,50
5612,C00919,5/19/2023,500
5613,C00448,8/13/2023,500
5614,C00313,8/24/2023,300
5615,C01000,7/20/2023,50
5616,C00393,3/28/2023,200
5617,C00789,5/20/2023,500
5618,C00575,3/4/2023,200
5619,C00049,1/2/2024,500
5620,C00291,7/22/2023,200
5621,C00452,5/14/2023,50
5622,C00928,5/2/2023,1000
5623,C00309,1/21/2024,50
5624,C00937,8/18/2023,500
5625,C00483,10/15/2023,50
5626,C00721,3/23/2023,100
5627,C00371,6/22/2023,300
5628,C00451,7/4/2023,1000
5629,C00846,5/20/2023,500
5630,C00443,6/2/2023,100
5631,C00363,2/19/2024,200
5632,C00502,1/8/2024,500
5633,C00048,9/6/2023,500
5634,C00806,11/12/2023,50
5635,C00930,5/31/2023,5000
5636,C00872,1/17/2024,2000
5637,C00324,1/1/2024,50
5638,C00588,6/15/2023,50
5639,C00416,4/20/2023,500
5640,C00161,4/28/2023,200
5641,C00675,11/7/2023,5000
5642,C00403,3/20/2023,300
5643,C00570,12/12/2023,100
5644,C00018,12/12/2023,500
5645,C00169,12/15/2023,100
5646,C00731,2/21/2024,500
5647,C00597,11/24/2023,100
5648,C00542,10/27/2023,300
5649,C00227,3/5/2023,100
5650,C00282,11/27/2023,300
5651,C00602,10/22/2023,100
5652,C00486,4/5/2023,100
5653,C00115,6/15/2023,50
5654,C00046,6/12/2023,200
5655,C00939,8/4/2023,100
5656,C00191,1/31/2024,1000
5657,C00902,9/2/2023,100
5658,C00318,7/1/2023,200
5659,C00793,2/17/2024,200
5660,C00887,7/12/2023,300
5661,C00835,5/23/2023,100
5662,C00777,8/28/2023,200
5663,C00175,7/1/2023,50
5664,C00589,1/8/2024,500
5665,C00750,12/8/2023,300
5666,C00102,6/15/2023,300
5667,C00464,3/2/2023,50
5668,C00329,2/15/2024,300
5669,C00532,9/23/2023,300
5670,C00379,4/1/2023,100
5671,C00509,1/29/2024,100
5672,C00995,10/17/2023,500
5673,C00265,5/22/2023,1000
5674,C00934,1/4/2024,200
5675,C00377,8/17/2023,500
5676,C00056,3/6/2023,1000
5677,C00221,3/16/2023,1000
5678,C00412,10/10/2023,100
5679,C00362,3/17/2023,1000
5680,C00195,4/18/2023,100
5681,C00948,5/11/2023,50
5682,C00612,12/29/2023,100
5683,C00260,12/21/2023,300
5684,C00796,8/24/2023,2000
5685,C00578,12/10/2023,1000
5686,C00380,3/12/2023,1000
5687,C00576,2/19/2024,1000
5688,C00613,3/24/2023,50
5689,C00811,3/25/2023,2000
5690,C00188,1/12/2024,2000
5691,C00884,3/6/2023,500
5692,C00418,6/23/2023,100
5693,C00433,2/10/2024,50
5694,C00835,10/21/2023,50
5695,C00910,8/29/2023,50
5696,C00545,11/26/2023,500
5697,C00523,3/22/2023,500
5698,C00974,2/28/2024,100
5699,C00387,8/7/2023,500
5700,C00872,3/12/2023,100
5701,C00465,12/16/2023,200
5702,C00422,12/4/2023,500
5703,C00014,4/2/2023,100
5704,C00244,11/10/2023,1000
5705,C00522,4/9/2023,200
5706,C00038,11/13/2023,300
5707,C00458,1/6/2024,500
5708,C00100,5/7/2023,100
5709,C00073,8/1/2023,100
5710,C00472,1/21/2024,200
5711,C00150,4/20/2023,1000
5712,C00947,1/6/2024,200
5713,C00314,3/25/2023,1000
5714,C00076,6/25/2023,5000
5715,C00016,3/5/2023,100
5716,C00744,4/3/2023,100
5717,C00044,6/3/2023,50
5718,C00560,11/17/2023,50
5719,C00039,5/17/2023,100
5720,C00500,3/2/2023,1000
5721,C00467,5/13/2023,100
5722,C00997,5/25/2023,300
5723,C00849,11/13/2023,100
5724,C00047,6/17/2023,50
5725,C00900,6/12/2023,200
5726,C00110,1/3/2024,500
5727,C00144,4/4/2023,1000
5728,C00173,3/12/2023,500
5729,C00834,10/28/2023,5000
5730,C00317,4/4/2023,300
5731,C00380,3/29/2023,300
5732,C00929,6/7/2023,2000
5733,C00319,9/14/2023,50
5734,C00329,9/29/2023,300
5735,C00307,12/14/2023,500
5736,C00713,10/6/2023,50
5737,C00206,8/1/2023,100
5738,C00823,10/24/2023,200
5739,C00485,1/19/2024,200
5740,C00962,5/11/2023,500
5741,C00984,10/14/2023,100
5742,C00042,10/20/2023,50
5743,C00652,2/22/2024,1000
5744,C00838,2/28/2024,500
5745,C00427,8/21/2023,100
5746,C00026,10/29/2023,200
5747,C00427,12/7/2023,50
5748,C00336,5/3/2023,200
5749,C00576,11/17/2023,300
5750,C00947,11/14/2023,50
5751,C00720,8/18/2023,100
5752,C00991,9/24/2023,2000
5753,C00226,9/6/2023,500
5754,C00817,10/25/2023,500
5755,C00284,4/6/2023,50
5756,C00331,7/3/2023,1000
5757,C00438,8/6/2023,1000
5758,C00557,9/8/2023,100
5759,C00359,7/9/2023,300
5760,C00926,4/5/2023,100
5761,C00897,4/5/2023,200
5762,C00569,1/4/2024,300
5763,C00777,9/15/2023,50
5764,C00917,2/24/2024,50
5765,C00773,1/9/2024,100
5766,C00806,11/5/2023,200
5767,C00592,5/31/2023,300
5768,C00259,7/14/2023,200
5769,C00652,4/27/2023,50
5770,C00246,3/2/2023,100
5771,C00218,11/3/2023,200
5772,C00015,11/2/2023,300
5773,C00564,11/3/2023,1000
5774,C00818,4/15/2023,1000
5775,C00067,12/8/2023,100
5776,C00780,10/11/2023,200
5777,C00517,7/4/2023,300
5778,C00313,2/14/2024,50
5779,C00755,3/5/2023,1000
5780,C00864,2/24/2024,2000
5781,C00549,5/14/2023,500
5782,C00736,2/23/2024,200
5783,C00579,3/28/2023,100
5784,C00615,9/7/2023,100
5785,C00806,3/16/2023,200
5786,C00580,12/7/2023,100
5787,C00436,7/18/2023,2000
5788,C00835,5/19/2023,1000
5789,C00078,2/28/2024,300
5790,C00339,3/19/2023,200
5791,C00702,8/12/2023,5000
5792,C00041,7/9/2023,300
5793,C00767,2/20/2024,50
5794,C00673,8/29/2023,500
5795,C00066,2/16/2024,500
5796,C00169,8/5/2023,50
5797,C00043,12/22/2023,200
5798,C00189,5/1/2023,2000
5799,C00357,8/15/2023,50
5800,C00991,11/22/2023,500
5801,C00212,8/26/2023,200
5802,C00466,10/22/2023,50
5803,C00417,4/11/2023,300
5804,C00363,2/28/2024,2000
5805,C00073,12/13/2023,200
5806,C00720,3/4/2023,300
5807,C00715,6/3/2023,500
5808,C00925,1/26/2024,300
5809,C00736,2/26/2024,1000
5810,C00219,10/22/2023,200
5811,C00700,4/4/2023,500
5812,C00212,11/30/2023,5000
5813,C00332,4/25/2023,50
5814,C00027,10/9/2023,200
5815,C00423,11/5/2023,100
5816,C00984,7/3/2023,300
5817,C00565,11/18/2023,200
5818,C00141,12/20/2023,200
5819,C00815,4/20/2023,100
5820,C00715,12/18/2023,500
5821,C00130,2/3/2024,2000
5822,C00676,8/12/2023,300
5823,C00480,5/5/2023,100
5824,C00873,10/27/2023,50
5825,C00197,3/31/2023,100
5826,C00698,7/20/2023,50
5827,C00452,4/15/2023,300
5828,C00968,2/19/2024,50
5829,C00912,11/6/2023,200
5830,C00700,9/27/2023,1000
5831,C00356,5/7/2023,100
5832,C00033,4/12/2023,100
5833,C00303,11/15/2023,1000
5834,C00061,4/27/2023,100
5835,C00608,5/19/2023,100
5836,C00902,7/23/2023,200
5837,C00695,2/2/2024,1000
5838,C00859,9/22/2023,50
5839,C00748,5/2/2023,1000
5840,C00106,5/3/2023,500
5841,C00589,12/22/2023,300
5842,C00944,4/30/2023,100
5843,C00705,1/30/2024,1000
5844,C00886,12/14/2023,50
5845,C00762,10/24/2023,1000
5846,C00899,6/7/2023,500
5847,C00250,2/20/2024,100
5848,C00329,8/10/2023,100
5849,C00641,10/11/2023,500
5850,C00584,7/17/2023,50
5851,C00027,12/9/2023,100
5852,C00449,7/27/2023,1000
5853,C00760,10/11/2023,300
5854,C00519,10/14/2023,300
5855,C00542,9/15/2023,2000
5856,C00710,8/8/2023,300
5857,C00781,2/13/2024,500
5858,C00635,4/26/2023,300
5859,C00974,10/9/2023,500
5860,C00106,12/9/2023,200
5861,C00908,2/1/2024,50
5862,C00028,10/22/2023,200
5863,C00158,6/8/2023,500
5864,C00322,8/11/2023,500
5865,C00472,1/29/2024,1000
5866,C00195,1/3/2024,50
5867,C00261,3/19/2023,300
5868,C00567,7/30/2023,300
5869,C00481,9/15/2023,50
5870,C00363,5/19/2023,200
5871,C00201,3/9/2023,100
5872,C00538,11/28/2023,200
5873,C00170,4/26/2023,500
5874,C00639,3/18/2023,50
5875,C00853,3/1/2023,100
5876,C00375,11/11/2023,5000
5877,C00903,2/15/2024,50
5878,C00477,2/24/2024,300
5879,C00421,7/15/2023,50
5880,C00534,5/18/2023,50
5881,C00366,8/9/2023,200
5882,C00868,4/9/2023,50
5883,C00471,2/25/2024,50
5884,C00150,2/27/2024,100
5885,C00658,1/20/2024,1000
5886,C00524,4/18/2023,300
5887,C00129,2/28/2024,5000
5888,C00605,5/9/2023,1000
5889,C00586,11/25/2023,1000
5890,C00955,1/21/2024,200
5891,C00247,1/6/2024,300
5892,C00345,2/18/2024,500
5893,C00780,1/24/2024,200
5894,C00105,6/28/2023,2000
5895,C00378,1/10/2024,200
5896,C00823,9/27/2023,50
5897,C00126,8/11/2023,500
5898,C00975,2/5/2024,2000
5899,C00848,2/13/2024,200
5900,C00513,9/13/2023,5000
5901,C00728,4/17/2023,1000
5902,C00063,8/11/2023,500
5903,C00991,5/1/2023,300
5904,C00422,7/21/2023,50
5905,C00353,10/7/2023,50
5906,C00780,3/31/2023,300
5907,C00699,4/9/2023,500
5908,C00300,11/19/2023,50
5909,C00384,4/19/2023,300
5910,C00128,8/4/2023,100
5911,C00917,2/8/2024,500
5912,C00328,1/16/2024,200
5913,C00956,9/1/2023,200
5914,C00542,1/31/2024,50
5915,C00258,12/11/2023,200
5916,C00367,5/16/2023,500
5917,C00602,4/7/2023,500
5918,C00476,8/20/2023,300
5919,C00380,11/3/2023,300
5920,C00949,10/11/2023,100
5921,C00988,9/2/2023,100
5922,C00267,12/26/2023,200
5923,C00245,10/27/2023,1000
5924,C00581,10/6/2023,200
5925,C00147,11/27/2023,300
5926,C00944,8/29/2023,100
5927,C00653,10/25/2023,500
5928,C00461,3/12/2023,100
5929,C00473,10/20/2023,500
5930,C00706,6/2/2023,1000
5931,C00738,2/19/2024,1000
5932,C00976,5/30/2023,2000
5933,C00766,3/19/2023,50
5934,C00903,3/26/2023,500
5935,C00286,5/20/2023,300
5936,C00336,3/16/2023,1000
5937,C00474,5/10/2023,100
5938,C00531,10/31/2023,300
5939,C00305,6/6/2023,50
5940,C00417,7/29/2023,100
5941,C00476,4/6/2023,300
5942,C00322,9/10/2023,500
5943,C00442,3/26/2023,1000
5944,C00408,2/20/2024,200
5945,C00342,6/2/2023,2000
5946,C00631,1/9/2024,300
5947,C00719,12/9/2023,100
5948,C00972,1/21/2024,200
5949,C00896,9/15/2023,2000
5950,C00008,11/20/2023,50
5951,C00651,10/17/2023,50
5952,C00415,9/28/2023,100
5953,C00806,8/18/2023,200
5954,C00727,5/9/2023,50
5955,C00125,4/25/2023,50
5956,C00055,6/14/2023,50
5957,C00022,9/13/2023,100
5958,C00976,3/7/2023,100
5959,C00572,3/10/2023,200
5960,C00193,11/25/2023,500
5961,C00268,11/8/2023,2000
5962,C00395,12/30/2023,5000
5963,C00030,10/25/2023,50
5964,C00066,1/9/2024,300
5965,C00672,12/26/2023,200
5966,C00011,12/25/2023,50
5967,C00769,8/3/2023,100
5968,C00288,2/12/2024,2000
5969,C00855,3/31/2023,200
5970,C00995,3/21/2023,500
5971,C00366,5/31/2023,1000
5972,C00959,2/5/2024,500
5973,C00249,5/16/2023,100
5974,C00591,6/21/2023,500
5975,C00975,8/30/2023,1000
5976,C00276,3/28/2023,100
5977,C00092,10/16/2023,1000
5978,C00573,11/28/2023,500
5979,C00570,3/4/2023,100
5980,C00404,9/17/2023,300
5981,C00684,12/16/2023,500
5982,C00810,11/6/2023,50
5983,C00582,3/31/2023,500
5984,C00816,3/31/2023,1000
5985,C00467,10/24/2023,100
5986,C00959,1/8/2024,500
5987,C00853,7/20/2023,50
5988,C00226,11/7/2023,50
5989,C00616,5/24/2023,300
5990,C00009,12/30/2023,500
5991,C00363,9/9/2023,500
5992,C00291,9/19/2023,100
5993,C00859,12/8/2023,50
5994,C00507,12/3/2023,5000
5995,C00370,4/13/2023,200
5996,C00557,4/12/2023,100
5997,C00476,10/22/2023,300
5998,C00544,5/18/2023,5000
5999,C00273,5/28/2023,200
6000,C00744,3/10/2023,300
6001,C00506,7/6/2023,2000
6002,C00246,4/14/2023,1000
6003,C00303,1/1/2024,500
6004,C00484,6/22/2023,50
6005,C00756,5/20/2023,1000
6006,C00214,3/9/2023,100
6007,C00836,9/29/2023,300
6008,C00457,9/11/2023,5000
6009,C00474,8/23/2023,500
6010,C00692,2/23/2024,1000
6011,C00893,4/2/2023,1000
6012,C00321,11/26/2023,2000
6013,C00205,9/3/2023,200
6014,C00110,4/22/2023,1000
6015,C00272,5/30/2023,200
6016,C00260,1/11/2024,50
6017,C00205,6/14/2023,5000
6018,C00985,7/3/2023,300
6019,C00856,5/2/2023,100
6020,C00754,6/20/2023,50
6021,C00106,8/22/2023,500
6022,C00457,10/13/2023,100
6023,C00494,2/10/2024,50
6024,C00913,1/2/2024,100
6025,C00877,9/20/2023,200
6026,C00589,4/8/2023,2000
6027,C00883,1/31/2024,50
6028,C00657,1/17/2024,500
6029,C00267,1/4/2024,200
6030,C00613,12/5/2023,200
6031,C00489,10/15/2023,50
6032,C00401,3/20/2023,50
